,tags,words
1870,uns,uno
1871,tpc,cuenta
1872,tpc,compartida
1873,-,-
1874,-,-
1875,-,-
1876,-,-
1877,-,-
1878,-,-
1879,*,Como
1880,*,hago
1881,*,para
1882,acc,pagar
1883,uns,un
1884,tpc,cuenta
1885,tpc,compartida
1886,-,-
1887,-,-
1888,-,-
1889,-,-
1890,-,-
1891,-,-
1892,*,Como
1893,*,hago
1894,*,para
1895,acc,pagar
1896,uns,una
1897,tpc,cuenta
1898,tpc,compartida
1899,-,-
1900,-,-
1901,-,-
1902,-,-
1903,-,-
1904,-,-
1905,*,Como
1906,*,hago
1907,*,para
1908,acc,pagar
1909,uns,uno
1910,tpc,cuenta
1911,tpc,compartida
1912,-,-
1913,-,-
1914,-,-
1915,-,-
1916,-,-
1917,-,-
1918,*,Como
1919,*,le
1920,*,hago
1921,*,para
1922,acc,enviar
1923,-,-
1924,-,-
1925,-,-
1926,-,-
1927,-,-
1928,-,-
1929,*,Como
1930,*,le
1931,*,hago
1932,*,para
1933,acc,recibir
1934,-,-
1935,-,-
1936,-,-
1937,-,-
1938,-,-
1939,-,-
1940,*,Como
1941,*,le
1942,*,hago
1943,*,para
1944,acc,obtener
1945,acc,exitosamente
1946,-,-
1947,-,-
1948,-,-
1949,-,-
1950,-,-
1951,-,-
1952,*,Como
1953,*,le
1954,*,hago
1955,*,para
1956,acc,cancelar
1957,-,-
1958,-,-
1959,-,-
1960,-,-
1961,-,-
1962,-,-
1963,*,Como
1964,*,le
1965,*,hago
1966,*,para
1967,acc,pagar
1968,-,-
1969,-,-
1970,-,-
1971,-,-
1972,-,-
1973,-,-
1974,*,Como
1975,*,le
1976,*,hago
1977,*,para
1978,acc,enviar
1979,tpc,dinero
1980,-,-
1981,-,-
1982,-,-
1983,-,-
1984,-,-
1985,-,-
1986,*,Como
1987,*,le
1988,*,hago
1989,*,para
1990,acc,recibir
1991,tpc,dinero
1992,-,-
1993,-,-
1994,-,-
1995,-,-
1996,-,-
1997,-,-
1998,*,Como
1999,*,le
2000,*,hago
2001,*,para
2002,acc,obtener
2003,acc,exitosamente
2004,tpc,dinero
2005,-,-
2006,-,-
2007,-,-
2008,-,-
2009,-,-
2010,-,-
2011,*,Como
2012,*,le
2013,*,hago
2014,*,para
2015,acc,cancelar
2016,tpc,dinero
2017,-,-
2018,-,-
2019,-,-
2020,-,-
2021,-,-
2022,-,-
2023,*,Como
2024,*,le
2025,*,hago
2026,*,para
2027,acc,pagar
2028,tpc,dinero
2029,-,-
2030,-,-
2031,-,-
2032,-,-
2033,-,-
2034,-,-
2035,*,Como
2036,*,le
2037,*,hago
2038,*,para
2039,acc,enviar
2040,tpc,dinero
2041,tpc,sucio
2042,-,-
2043,-,-
2044,-,-
2045,-,-
2046,-,-
2047,-,-
2048,*,Como
2049,*,le
2050,*,hago
2051,*,para
2052,acc,recibir
2053,tpc,dinero
2054,tpc,sucio
2055,-,-
2056,-,-
2057,-,-
2058,-,-
2059,-,-
2060,-,-
2061,*,Como
2062,*,le
2063,*,hago
2064,*,para
2065,acc,obtener
2066,acc,exitosamente
2067,tpc,dinero
2068,tpc,sucio
2069,-,-
2070,-,-
2071,-,-
2072,-,-
2073,-,-
2074,-,-
2075,*,Como
2076,*,le
2077,*,hago
2078,*,para
2079,acc,cancelar
2080,tpc,dinero
2081,tpc,sucio
2082,-,-
2083,-,-
2084,-,-
2085,-,-
2086,-,-
2087,-,-
2088,*,Como
2089,*,le
2090,*,hago
2091,*,para
2092,acc,pagar
2093,tpc,dinero
2094,tpc,sucio
2095,-,-
2096,-,-
2097,-,-
2098,-,-
2099,-,-
2100,-,-
2101,*,Como
2102,*,le
2103,*,hago
2104,*,para
2105,acc,enviar
2106,tpc,recibo
2107,-,-
2108,-,-
2109,-,-
2110,-,-
2111,-,-
2112,-,-
2113,*,Como
2114,*,le
2115,*,hago
2116,*,para
2117,acc,recibir
2118,tpc,recibo
2119,-,-
2120,-,-
2121,-,-
2122,-,-
2123,-,-
2124,-,-
2125,*,Como
2126,*,le
2127,*,hago
2128,*,para
2129,acc,obtener
2130,acc,exitosamente
2131,tpc,recibo
2132,-,-
2133,-,-
2134,-,-
2135,-,-
2136,-,-
2137,-,-
2138,*,Como
2139,*,le
2140,*,hago
2141,*,para
2142,acc,cancelar
2143,tpc,recibo
2144,-,-
2145,-,-
2146,-,-
2147,-,-
2148,-,-
2149,-,-
2150,*,Como
2151,*,le
2152,*,hago
2153,*,para
2154,acc,pagar
2155,tpc,recibo
2156,-,-
2157,-,-
2158,-,-
2159,-,-
2160,-,-
2161,-,-
2162,*,Como
2163,*,le
2164,*,hago
2165,*,para
2166,acc,enviar
2167,tpc,deposito
2168,-,-
2169,-,-
2170,-,-
2171,-,-
2172,-,-
2173,-,-
2174,*,Como
2175,*,le
2176,*,hago
2177,*,para
2178,acc,recibir
2179,tpc,deposito
2180,-,-
2181,-,-
2182,-,-
2183,-,-
2184,-,-
2185,-,-
2186,*,Como
2187,*,le
2188,*,hago
2189,*,para
2190,acc,obtener
2191,acc,exitosamente
2192,tpc,deposito
2193,-,-
2194,-,-
2195,-,-
2196,-,-
2197,-,-
2198,-,-
2199,*,Como
2200,*,le
2201,*,hago
2202,*,para
2203,acc,cancelar
2204,tpc,deposito
2205,-,-
2206,-,-
2207,-,-
2208,-,-
2209,-,-
2210,-,-
2211,*,Como
2212,*,le
2213,*,hago
2214,*,para
2215,acc,pagar
2216,tpc,deposito
2217,-,-
2218,-,-
2219,-,-
2220,-,-
2221,-,-
2222,-,-
2223,*,Como
2224,*,le
2225,*,hago
2226,*,para
2227,acc,enviar
2228,tpc,beneficiario
2229,-,-
2230,-,-
2231,-,-
2232,-,-
2233,-,-
2234,-,-
2235,*,Como
2236,*,le
2237,*,hago
2238,*,para
2239,acc,recibir
2240,tpc,beneficiario
2241,-,-
2242,-,-
2243,-,-
2244,-,-
2245,-,-
2246,-,-
2247,*,Como
2248,*,le
2249,*,hago
2250,*,para
2251,acc,obtener
2252,acc,exitosamente
2253,tpc,beneficiario
2254,-,-
2255,-,-
2256,-,-
2257,-,-
2258,-,-
2259,-,-
2260,*,Como
2261,*,le
2262,*,hago
2263,*,para
2264,acc,cancelar
2265,tpc,beneficiario
2266,-,-
2267,-,-
2268,-,-
2269,-,-
2270,-,-
2271,-,-
2272,*,Como
2273,*,le
2274,*,hago
2275,*,para
2276,acc,pagar
2277,tpc,beneficiario
2278,-,-
2279,-,-
2280,-,-
2281,-,-
2282,-,-
2283,-,-
2284,*,Como
2285,*,le
2286,*,hago
2287,*,para
2288,acc,enviar
2289,tpc,cuenta
2290,-,-
2291,-,-
2292,-,-
2293,-,-
2294,-,-
2295,-,-
2296,*,Como
2297,*,le
2298,*,hago
2299,*,para
2300,acc,recibir
2301,tpc,cuenta
2302,-,-
2303,-,-
2304,-,-
2305,-,-
2306,-,-
2307,-,-
2308,*,Como
2309,*,le
2310,*,hago
2311,*,para
2312,acc,obtener
2313,acc,exitosamente
2314,tpc,cuenta
2315,-,-
2316,-,-
2317,-,-
2318,-,-
2319,-,-
2320,-,-
2321,*,Como
2322,*,le
2323,*,hago
2324,*,para
2325,acc,cancelar
2326,tpc,cuenta
2327,-,-
2328,-,-
2329,-,-
2330,-,-
2331,-,-
2332,-,-
2333,*,Como
2334,*,le
2335,*,hago
2336,*,para
2337,acc,pagar
2338,tpc,cuenta
2339,-,-
2340,-,-
2341,-,-
2342,-,-
2343,-,-
2344,-,-
2345,*,Como
2346,*,le
2347,*,hago
2348,*,para
2349,acc,enviar
2350,tpc,cuenta
2351,tpc,compartida
2352,-,-
2353,-,-
2354,-,-
2355,-,-
2356,-,-
2357,-,-
2358,*,Como
2359,*,le
2360,*,hago
2361,*,para
2362,acc,recibir
2363,tpc,cuenta
2364,tpc,compartida
2365,-,-
2366,-,-
2367,-,-
2368,-,-
2369,-,-
2370,-,-
2371,*,Como
2372,*,le
2373,*,hago
2374,*,para
2375,acc,obtener
2376,acc,exitosamente
2377,tpc,cuenta
2378,tpc,compartida
2379,-,-
2380,-,-
2381,-,-
2382,-,-
2383,-,-
2384,-,-
2385,*,Como
2386,*,le
2387,*,hago
2388,*,para
2389,acc,cancelar
2390,tpc,cuenta
2391,tpc,compartida
2392,-,-
2393,-,-
2394,-,-
2395,-,-
2396,-,-
2397,-,-
2398,*,Como
2399,*,le
2400,*,hago
2401,*,para
2402,acc,pagar
2403,tpc,cuenta
2404,tpc,compartida
2405,-,-
2406,-,-
2407,-,-
2408,-,-
2409,-,-
2410,-,-
2411,*,Como
2412,*,le
2413,*,hago
2414,*,para
2415,acc,enviar
2416,uns,un
2417,tpc,dinero
2418,-,-
2419,-,-
2420,-,-
2421,-,-
2422,-,-
2423,-,-
2424,*,Como
2425,*,le
2426,*,hago
2427,*,para
2428,acc,enviar
2429,uns,una
2430,tpc,dinero
2431,-,-
2432,-,-
2433,-,-
2434,-,-
2435,-,-
2436,-,-
2437,*,Como
2438,*,le
2439,*,hago
2440,*,para
2441,acc,enviar
2442,uns,uno
2443,tpc,dinero
2444,-,-
2445,-,-
2446,-,-
2447,-,-
2448,-,-
2449,-,-
2450,*,Como
2451,*,le
2452,*,hago
2453,*,para
2454,acc,recibir
2455,uns,un
2456,tpc,dinero
2457,-,-
2458,-,-
2459,-,-
2460,-,-
2461,-,-
2462,-,-
2463,*,Como
2464,*,le
2465,*,hago
2466,*,para
2467,acc,recibir
2468,uns,una
2469,tpc,dinero
2470,-,-
2471,-,-
2472,-,-
2473,-,-
2474,-,-
2475,-,-
2476,*,Como
2477,*,le
2478,*,hago
2479,*,para
2480,acc,recibir
2481,uns,uno
2482,tpc,dinero
2483,-,-
2484,-,-
2485,-,-
2486,-,-
2487,-,-
2488,-,-
2489,*,Como
2490,*,le
2491,*,hago
2492,*,para
2493,acc,obtener
2494,acc,exitosamente
2495,uns,un
2496,tpc,dinero
2497,-,-
2498,-,-
2499,-,-
2500,-,-
2501,-,-
2502,-,-
2503,*,Como
2504,*,le
2505,*,hago
2506,*,para
2507,acc,obtener
2508,acc,exitosamente
2509,uns,una
2510,tpc,dinero
2511,-,-
2512,-,-
2513,-,-
2514,-,-
2515,-,-
2516,-,-
2517,*,Como
2518,*,le
2519,*,hago
2520,*,para
2521,acc,obtener
2522,acc,exitosamente
2523,uns,uno
2524,tpc,dinero
2525,-,-
2526,-,-
2527,-,-
2528,-,-
2529,-,-
2530,-,-
2531,*,Como
2532,*,le
2533,*,hago
2534,*,para
2535,acc,cancelar
2536,uns,un
2537,tpc,dinero
2538,-,-
2539,-,-
2540,-,-
2541,-,-
2542,-,-
2543,-,-
2544,*,Como
2545,*,le
2546,*,hago
2547,*,para
2548,acc,cancelar
2549,uns,una
2550,tpc,dinero
2551,-,-
2552,-,-
2553,-,-
2554,-,-
2555,-,-
2556,-,-
2557,*,Como
2558,*,le
2559,*,hago
2560,*,para
2561,acc,cancelar
2562,uns,uno
2563,tpc,dinero
2564,-,-
2565,-,-
2566,-,-
2567,-,-
2568,-,-
2569,-,-
2570,*,Como
2571,*,le
2572,*,hago
2573,*,para
2574,acc,pagar
2575,uns,un
2576,tpc,dinero
2577,-,-
2578,-,-
2579,-,-
2580,-,-
2581,-,-
2582,-,-
2583,*,Como
2584,*,le
2585,*,hago
2586,*,para
2587,acc,pagar
2588,uns,una
2589,tpc,dinero
2590,-,-
2591,-,-
2592,-,-
2593,-,-
2594,-,-
2595,-,-
2596,*,Como
2597,*,le
2598,*,hago
2599,*,para
2600,acc,pagar
2601,uns,uno
2602,tpc,dinero
2603,-,-
2604,-,-
2605,-,-
2606,-,-
2607,-,-
2608,-,-
2609,*,Como
2610,*,le
2611,*,hago
2612,*,para
2613,acc,enviar
2614,uns,un
2615,tpc,dinero
2616,tpc,sucio
2617,-,-
2618,-,-
2619,-,-
2620,-,-
2621,-,-
2622,-,-
2623,*,Como
2624,*,le
2625,*,hago
2626,*,para
2627,acc,enviar
2628,uns,una
2629,tpc,dinero
2630,tpc,sucio
2631,-,-
2632,-,-
2633,-,-
2634,-,-
2635,-,-
2636,-,-
2637,*,Como
2638,*,le
2639,*,hago
2640,*,para
2641,acc,enviar
2642,uns,uno
2643,tpc,dinero
2644,tpc,sucio
2645,-,-
2646,-,-
2647,-,-
2648,-,-
2649,-,-
2650,-,-
2651,*,Como
2652,*,le
2653,*,hago
2654,*,para
2655,acc,recibir
2656,uns,un
2657,tpc,dinero
2658,tpc,sucio
2659,-,-
2660,-,-
2661,-,-
2662,-,-
2663,-,-
2664,-,-
2665,*,Como
2666,*,le
2667,*,hago
2668,*,para
2669,acc,recibir
2670,uns,una
2671,tpc,dinero
2672,tpc,sucio
2673,-,-
2674,-,-
2675,-,-
2676,-,-
2677,-,-
2678,-,-
2679,*,Como
2680,*,le
2681,*,hago
2682,*,para
2683,acc,recibir
2684,uns,uno
2685,tpc,dinero
2686,tpc,sucio
2687,-,-
2688,-,-
2689,-,-
2690,-,-
2691,-,-
2692,-,-
2693,*,Como
2694,*,le
2695,*,hago
2696,*,para
2697,acc,obtener
2698,acc,exitosamente
2699,uns,un
2700,tpc,dinero
2701,tpc,sucio
2702,-,-
2703,-,-
2704,-,-
2705,-,-
2706,-,-
2707,-,-
2708,*,Como
2709,*,le
2710,*,hago
2711,*,para
2712,acc,obtener
2713,acc,exitosamente
2714,uns,una
2715,tpc,dinero
2716,tpc,sucio
2717,-,-
2718,-,-
2719,-,-
2720,-,-
2721,-,-
2722,-,-
2723,*,Como
2724,*,le
2725,*,hago
2726,*,para
2727,acc,obtener
2728,acc,exitosamente
2729,uns,uno
2730,tpc,dinero
2731,tpc,sucio
2732,-,-
2733,-,-
2734,-,-
2735,-,-
2736,-,-
2737,-,-
2738,*,Como
2739,*,le
2740,*,hago
2741,*,para
2742,acc,cancelar
2743,uns,un
2744,tpc,dinero
2745,tpc,sucio
2746,-,-
2747,-,-
2748,-,-
2749,-,-
2750,-,-
2751,-,-
2752,*,Como
2753,*,le
2754,*,hago
2755,*,para
2756,acc,cancelar
2757,uns,una
2758,tpc,dinero
2759,tpc,sucio
2760,-,-
2761,-,-
2762,-,-
2763,-,-
2764,-,-
2765,-,-
2766,*,Como
2767,*,le
2768,*,hago
2769,*,para
2770,acc,cancelar
2771,uns,uno
2772,tpc,dinero
2773,tpc,sucio
2774,-,-
2775,-,-
2776,-,-
2777,-,-
2778,-,-
2779,-,-
2780,*,Como
2781,*,le
2782,*,hago
2783,*,para
2784,acc,pagar
2785,uns,un
2786,tpc,dinero
2787,tpc,sucio
2788,-,-
2789,-,-
2790,-,-
2791,-,-
2792,-,-
2793,-,-
2794,*,Como
2795,*,le
2796,*,hago
2797,*,para
2798,acc,pagar
2799,uns,una
2800,tpc,dinero
2801,tpc,sucio
2802,-,-
2803,-,-
2804,-,-
2805,-,-
2806,-,-
2807,-,-
2808,*,Como
2809,*,le
2810,*,hago
2811,*,para
2812,acc,pagar
2813,uns,uno
2814,tpc,dinero
2815,tpc,sucio
2816,-,-
2817,-,-
2818,-,-
2819,-,-
2820,-,-
2821,-,-
2822,*,Como
2823,*,le
2824,*,hago
2825,*,para
2826,acc,enviar
2827,uns,un
2828,tpc,recibo
2829,-,-
2830,-,-
2831,-,-
2832,-,-
2833,-,-
2834,-,-
2835,*,Como
2836,*,le
2837,*,hago
2838,*,para
2839,acc,enviar
2840,uns,una
2841,tpc,recibo
2842,-,-
2843,-,-
2844,-,-
2845,-,-
2846,-,-
2847,-,-
2848,*,Como
2849,*,le
2850,*,hago
2851,*,para
2852,acc,enviar
2853,uns,uno
2854,tpc,recibo
2855,-,-
2856,-,-
2857,-,-
2858,-,-
2859,-,-
2860,-,-
2861,*,Como
2862,*,le
2863,*,hago
2864,*,para
2865,acc,recibir
2866,uns,un
2867,tpc,recibo
2868,-,-
2869,-,-
2870,-,-
2871,-,-
2872,-,-
2873,-,-
2874,*,Como
2875,*,le
2876,*,hago
2877,*,para
2878,acc,recibir
2879,uns,una
2880,tpc,recibo
2881,-,-
2882,-,-
2883,-,-
2884,-,-
2885,-,-
2886,-,-
2887,*,Como
2888,*,le
2889,*,hago
2890,*,para
2891,acc,recibir
2892,uns,uno
2893,tpc,recibo
2894,-,-
2895,-,-
2896,-,-
2897,-,-
2898,-,-
2899,-,-
2900,*,Como
2901,*,le
2902,*,hago
2903,*,para
2904,acc,obtener
2905,acc,exitosamente
2906,uns,un
2907,tpc,recibo
2908,-,-
2909,-,-
2910,-,-
2911,-,-
2912,-,-
2913,-,-
2914,*,Como
2915,*,le
2916,*,hago
2917,*,para
2918,acc,obtener
2919,acc,exitosamente
2920,uns,una
2921,tpc,recibo
2922,-,-
2923,-,-
2924,-,-
2925,-,-
2926,-,-
2927,-,-
2928,*,Como
2929,*,le
2930,*,hago
2931,*,para
2932,acc,obtener
2933,acc,exitosamente
2934,uns,uno
2935,tpc,recibo
2936,-,-
2937,-,-
2938,-,-
2939,-,-
2940,-,-
2941,-,-
2942,*,Como
2943,*,le
2944,*,hago
2945,*,para
2946,acc,cancelar
2947,uns,un
2948,tpc,recibo
2949,-,-
2950,-,-
2951,-,-
2952,-,-
2953,-,-
2954,-,-
2955,*,Como
2956,*,le
2957,*,hago
2958,*,para
2959,acc,cancelar
2960,uns,una
2961,tpc,recibo
2962,-,-
2963,-,-
2964,-,-
2965,-,-
2966,-,-
2967,-,-
2968,*,Como
2969,*,le
2970,*,hago
2971,*,para
2972,acc,cancelar
2973,uns,uno
2974,tpc,recibo
2975,-,-
2976,-,-
2977,-,-
2978,-,-
2979,-,-
2980,-,-
2981,*,Como
2982,*,le
2983,*,hago
2984,*,para
2985,acc,pagar
2986,uns,un
2987,tpc,recibo
2988,-,-
2989,-,-
2990,-,-
2991,-,-
2992,-,-
2993,-,-
2994,*,Como
2995,*,le
2996,*,hago
2997,*,para
2998,acc,pagar
2999,uns,una
3000,tpc,recibo
3001,-,-
3002,-,-
3003,-,-
3004,-,-
3005,-,-
3006,-,-
3007,*,Como
3008,*,le
3009,*,hago
3010,*,para
3011,acc,pagar
3012,uns,uno
3013,tpc,recibo
3014,-,-
3015,-,-
3016,-,-
3017,-,-
3018,-,-
3019,-,-
3020,*,Como
3021,*,le
3022,*,hago
3023,*,para
3024,acc,enviar
3025,uns,un
3026,tpc,deposito
3027,-,-
3028,-,-
3029,-,-
3030,-,-
3031,-,-
3032,-,-
3033,*,Como
3034,*,le
3035,*,hago
3036,*,para
3037,acc,enviar
3038,uns,una
3039,tpc,deposito
3040,-,-
3041,-,-
3042,-,-
3043,-,-
3044,-,-
3045,-,-
3046,*,Como
3047,*,le
3048,*,hago
3049,*,para
3050,acc,enviar
3051,uns,uno
3052,tpc,deposito
3053,-,-
3054,-,-
3055,-,-
3056,-,-
3057,-,-
3058,-,-
3059,*,Como
3060,*,le
3061,*,hago
3062,*,para
3063,acc,recibir
3064,uns,un
3065,tpc,deposito
3066,-,-
3067,-,-
3068,-,-
3069,-,-
3070,-,-
3071,-,-
3072,*,Como
3073,*,le
3074,*,hago
3075,*,para
3076,acc,recibir
3077,uns,una
3078,tpc,deposito
3079,-,-
3080,-,-
3081,-,-
3082,-,-
3083,-,-
3084,-,-
3085,*,Como
3086,*,le
3087,*,hago
3088,*,para
3089,acc,recibir
3090,uns,uno
3091,tpc,deposito
3092,-,-
3093,-,-
3094,-,-
3095,-,-
3096,-,-
3097,-,-
3098,*,Como
3099,*,le
3100,*,hago
3101,*,para
3102,acc,obtener
3103,acc,exitosamente
3104,uns,un
3105,tpc,deposito
3106,-,-
3107,-,-
3108,-,-
3109,-,-
3110,-,-
3111,-,-
3112,*,Como
3113,*,le
3114,*,hago
3115,*,para
3116,acc,obtener
3117,acc,exitosamente
3118,uns,una
3119,tpc,deposito
3120,-,-
3121,-,-
3122,-,-
3123,-,-
3124,-,-
3125,-,-
3126,*,Como
3127,*,le
3128,*,hago
3129,*,para
3130,acc,obtener
3131,acc,exitosamente
3132,uns,uno
3133,tpc,deposito
3134,-,-
3135,-,-
3136,-,-
3137,-,-
3138,-,-
3139,-,-
3140,*,Como
3141,*,le
3142,*,hago
3143,*,para
3144,acc,cancelar
3145,uns,un
3146,tpc,deposito
3147,-,-
3148,-,-
3149,-,-
3150,-,-
3151,-,-
3152,-,-
3153,*,Como
3154,*,le
3155,*,hago
3156,*,para
3157,acc,cancelar
3158,uns,una
3159,tpc,deposito
3160,-,-
3161,-,-
3162,-,-
3163,-,-
3164,-,-
3165,-,-
3166,*,Como
3167,*,le
3168,*,hago
3169,*,para
3170,acc,cancelar
3171,uns,uno
3172,tpc,deposito
3173,-,-
3174,-,-
3175,-,-
3176,-,-
3177,-,-
3178,-,-
3179,*,Como
3180,*,le
3181,*,hago
3182,*,para
3183,acc,pagar
3184,uns,un
3185,tpc,deposito
3186,-,-
3187,-,-
3188,-,-
3189,-,-
3190,-,-
3191,-,-
3192,*,Como
3193,*,le
3194,*,hago
3195,*,para
3196,acc,pagar
3197,uns,una
3198,tpc,deposito
3199,-,-
3200,-,-
3201,-,-
3202,-,-
3203,-,-
3204,-,-
3205,*,Como
3206,*,le
3207,*,hago
3208,*,para
3209,acc,pagar
3210,uns,uno
3211,tpc,deposito
3212,-,-
3213,-,-
3214,-,-
3215,-,-
3216,-,-
3217,-,-
3218,*,Como
3219,*,le
3220,*,hago
3221,*,para
3222,acc,enviar
3223,uns,un
3224,tpc,beneficiario
3225,-,-
3226,-,-
3227,-,-
3228,-,-
3229,-,-
3230,-,-
3231,*,Como
3232,*,le
3233,*,hago
3234,*,para
3235,acc,enviar
3236,uns,una
3237,tpc,beneficiario
3238,-,-
3239,-,-
3240,-,-
3241,-,-
3242,-,-
3243,-,-
3244,*,Como
3245,*,le
3246,*,hago
3247,*,para
3248,acc,enviar
3249,uns,uno
3250,tpc,beneficiario
3251,-,-
3252,-,-
3253,-,-
3254,-,-
3255,-,-
3256,-,-
3257,*,Como
3258,*,le
3259,*,hago
3260,*,para
3261,acc,recibir
3262,uns,un
3263,tpc,beneficiario
3264,-,-
3265,-,-
3266,-,-
3267,-,-
3268,-,-
3269,-,-
3270,*,Como
3271,*,le
3272,*,hago
3273,*,para
3274,acc,recibir
3275,uns,una
3276,tpc,beneficiario
3277,-,-
3278,-,-
3279,-,-
3280,-,-
3281,-,-
3282,-,-
3283,*,Como
3284,*,le
3285,*,hago
3286,*,para
3287,acc,recibir
3288,uns,uno
3289,tpc,beneficiario
3290,-,-
3291,-,-
3292,-,-
3293,-,-
3294,-,-
3295,-,-
3296,*,Como
3297,*,le
3298,*,hago
3299,*,para
3300,acc,obtener
3301,acc,exitosamente
3302,uns,un
3303,tpc,beneficiario
3304,-,-
3305,-,-
3306,-,-
3307,-,-
3308,-,-
3309,-,-
3310,*,Como
3311,*,le
3312,*,hago
3313,*,para
3314,acc,obtener
3315,acc,exitosamente
3316,uns,una
3317,tpc,beneficiario
3318,-,-
3319,-,-
3320,-,-
3321,-,-
3322,-,-
3323,-,-
3324,*,Como
3325,*,le
3326,*,hago
3327,*,para
3328,acc,obtener
3329,acc,exitosamente
3330,uns,uno
3331,tpc,beneficiario
3332,-,-
3333,-,-
3334,-,-
3335,-,-
3336,-,-
3337,-,-
3338,*,Como
3339,*,le
3340,*,hago
3341,*,para
3342,acc,cancelar
3343,uns,un
3344,tpc,beneficiario
3345,-,-
3346,-,-
3347,-,-
3348,-,-
3349,-,-
3350,-,-
3351,*,Como
3352,*,le
3353,*,hago
3354,*,para
3355,acc,cancelar
3356,uns,una
3357,tpc,beneficiario
3358,-,-
3359,-,-
3360,-,-
3361,-,-
3362,-,-
3363,-,-
3364,*,Como
3365,*,le
3366,*,hago
3367,*,para
3368,acc,cancelar
3369,uns,uno
3370,tpc,beneficiario
3371,-,-
3372,-,-
3373,-,-
3374,-,-
3375,-,-
3376,-,-
3377,*,Como
3378,*,le
3379,*,hago
3380,*,para
3381,acc,pagar
3382,uns,un
3383,tpc,beneficiario
3384,-,-
3385,-,-
3386,-,-
3387,-,-
3388,-,-
3389,-,-
3390,*,Como
3391,*,le
3392,*,hago
3393,*,para
3394,acc,pagar
3395,uns,una
3396,tpc,beneficiario
3397,-,-
3398,-,-
3399,-,-
3400,-,-
3401,-,-
3402,-,-
3403,*,Como
3404,*,le
3405,*,hago
3406,*,para
3407,acc,pagar
3408,uns,uno
3409,tpc,beneficiario
3410,-,-
3411,-,-
3412,-,-
3413,-,-
3414,-,-
3415,-,-
3416,*,Como
3417,*,le
3418,*,hago
3419,*,para
3420,acc,enviar
3421,uns,un
3422,tpc,cuenta
3423,-,-
3424,-,-
3425,-,-
3426,-,-
3427,-,-
3428,-,-
3429,*,Como
3430,*,le
3431,*,hago
3432,*,para
3433,acc,enviar
3434,uns,una
3435,tpc,cuenta
3436,-,-
3437,-,-
3438,-,-
3439,-,-
3440,-,-
3441,-,-
3442,*,Como
3443,*,le
3444,*,hago
3445,*,para
3446,acc,enviar
3447,uns,uno
3448,tpc,cuenta
3449,-,-
3450,-,-
3451,-,-
3452,-,-
3453,-,-
3454,-,-
3455,*,Como
3456,*,le
3457,*,hago
3458,*,para
3459,acc,recibir
3460,uns,un
3461,tpc,cuenta
3462,-,-
3463,-,-
3464,-,-
3465,-,-
3466,-,-
3467,-,-
3468,*,Como
3469,*,le
3470,*,hago
3471,*,para
3472,acc,recibir
3473,uns,una
3474,tpc,cuenta
3475,-,-
3476,-,-
3477,-,-
3478,-,-
3479,-,-
3480,-,-
3481,*,Como
3482,*,le
3483,*,hago
3484,*,para
3485,acc,recibir
3486,uns,uno
3487,tpc,cuenta
3488,-,-
3489,-,-
3490,-,-
3491,-,-
3492,-,-
3493,-,-
3494,*,Como
3495,*,le
3496,*,hago
3497,*,para
3498,acc,obtener
3499,acc,exitosamente
3500,uns,un
3501,tpc,cuenta
3502,-,-
3503,-,-
3504,-,-
3505,-,-
3506,-,-
3507,-,-
3508,*,Como
3509,*,le
3510,*,hago
3511,*,para
3512,acc,obtener
3513,acc,exitosamente
3514,uns,una
3515,tpc,cuenta
3516,-,-
3517,-,-
3518,-,-
3519,-,-
3520,-,-
3521,-,-
3522,*,Como
3523,*,le
3524,*,hago
3525,*,para
3526,acc,obtener
3527,acc,exitosamente
3528,uns,uno
3529,tpc,cuenta
3530,-,-
3531,-,-
3532,-,-
3533,-,-
3534,-,-
3535,-,-
3536,*,Como
3537,*,le
3538,*,hago
3539,*,para
3540,acc,cancelar
3541,uns,un
3542,tpc,cuenta
3543,-,-
3544,-,-
3545,-,-
3546,-,-
3547,-,-
3548,-,-
3549,*,Como
3550,*,le
3551,*,hago
3552,*,para
3553,acc,cancelar
3554,uns,una
3555,tpc,cuenta
3556,-,-
3557,-,-
3558,-,-
3559,-,-
3560,-,-
3561,-,-
3562,*,Como
3563,*,le
3564,*,hago
3565,*,para
3566,acc,cancelar
3567,uns,uno
3568,tpc,cuenta
3569,-,-
3570,-,-
3571,-,-
3572,-,-
3573,-,-
3574,-,-
3575,*,Como
3576,*,le
3577,*,hago
3578,*,para
3579,acc,pagar
3580,uns,un
3581,tpc,cuenta
3582,-,-
3583,-,-
3584,-,-
3585,-,-
3586,-,-
3587,-,-
3588,*,Como
3589,*,le
3590,*,hago
3591,*,para
3592,acc,pagar
3593,uns,una
3594,tpc,cuenta
3595,-,-
3596,-,-
3597,-,-
3598,-,-
3599,-,-
3600,-,-
3601,*,Como
3602,*,le
3603,*,hago
3604,*,para
3605,acc,pagar
3606,uns,uno
3607,tpc,cuenta
3608,-,-
3609,-,-
3610,-,-
3611,-,-
3612,-,-
3613,-,-
3614,*,Como
3615,*,le
3616,*,hago
3617,*,para
3618,acc,enviar
3619,uns,un
3620,tpc,cuenta
3621,tpc,compartida
3622,-,-
3623,-,-
3624,-,-
3625,-,-
3626,-,-
3627,-,-
3628,*,Como
3629,*,le
3630,*,hago
